word,tfidf
day,1.6008475430108853
gvhd,1.5015856158299383
uveitis,1.3578011038441136
trial,1.3084474270343758
msc,1.16871539558747
disease,1.168488239387532
haplo,1.1233453898599655
transplant,1.1003866470914574
days,1.0936027215698239
cell,1.0516790335993553
bd,1.0495163211340088
clinical,1.0448332719882631
transplantation,1.0039354568702747
week,0.9339425686226326
al,0.9009163453322243
hsct,0.8856739267426628
donor,0.872421256162259
prevalence,0.8254019335599316
non,0.8240268952404131
et,0.8128115075906737
response,0.8074228230669999
refractory,0.7963575801031759
12,0.7867738616829651
randomized,0.7802915187766172
blood,0.7772069323948717
weeks,0.7733586231914378
dose,0.7643412683448557
cells,0.7630744990582002
antibiotic,0.75952245987099
mg,0.7575367767498041
post,0.755712012629064
severe,0.755335982278122
kg,0.7521327878716213
anti,0.7392068204515886
subjects,0.7367531746717783
prior,0.7316030187513887
relapse,0.7114337713319898
active,0.7064393280263619
acute,0.7010797874791505
stem,0.694810743238943
efficacy,0.6932307066175617
vasculitis,0.6861164543327574
conditioning,0.683420863420126
cd,0.6787621092438058
duration,0.6692070574026514
survival,0.6660910005040945
therapy,0.6616614104738701
sct,0.6571211018666386
rate,0.6422799320091342
arm,0.6416067157129786
graall,0.616571745980406
allogeneic,0.6136639353691026
adalimumab,0.6109165922195233
defined,0.6108076551986344
ks,0.607619777864406
pd,0.6069107830212641
ptcy,0.6045661155622148
according,0.5949077016359383
related,0.5898080305551079
hla,0.5835200060928976
matched,0.5829584337184882
infection,0.5744364268892495
period,0.571830548453726
including,0.5701200003192425
placebo,0.5694072698569269
use,0.5608164055750609
increased,0.5550463957705694
covid,0.5530270281285234
injection,0.5515572430098593
treated,0.551429667747203
19,0.5441919483437345
m6,0.5364149946729008
using,0.5358615338444094
activity,0.5286046254685525
unrelated,0.5234537634731521
oral,0.5214919496441592
grade,0.5195932565997036
safety,0.5163629778010563
hospital,0.5132076328208535
m12,0.5040154337555999
evaluate,0.5037018253129127
cyclophosphamide,0.5020743036969032
hospitalization,0.5008280711266279
effects,0.4965743916841371
breast,0.4948397796595978
results,0.4936096173022237
year,0.493545164352437
14,0.49223787781143874
negative,0.49183882836050513
90,0.4898529736839774
following,0.48847988623523714
regimen,0.48777923858642497
overall,0.48642499487887647
rituximab,0.48493471389925835
new,0.48336762409519474
belimumab,0.4811410936201444
systemic,0.4794276321989808
reported,0.47833813187529856
m3,0.4783187633385905
chronic,0.4732075496061573
stage,0.47152818399606605
group,0.47113596404078306
tumor,0.4689853377892623
research,0.46867752491864756
mud,0.4666841808320449
16,0.46074727694306944
drug,0.46056593512306593
randomization,0.45908722611606123
prednisone,0.4563930615183159
ph,0.45619632123457904
endpoint,0.454036962694633
21,0.4474697193212005
incidence,0.446129323999716
complete,0.44317289526590753
failure,0.4416699836733458
tocilizumab,0.4413414311733076
fludarabine,0.43933468525283736
treosulfan,0.438677158322584
life,0.4374903040332337
score,0.4360497635083288
graft,0.4347709205984442
marrow,0.4322828436135285
high,0.43084148217512447
20,0.4297335637381461
immune,0.42972600751018464
tnf,0.4284202703777851
used,0.42526158371231726
anemia,0.42503938593949486
care,0.42388343792370103
aes,0.42260134759010626
remission,0.4220924834149114
data,0.4203671223971206
effect,0.4197081644578905
24,0.4183783387143712
ii,0.4165772771750318
events,0.41589754418991365
visit,0.4154001865779283
identical,0.41361359357571836
free,0.40762764501849474
pediatric,0.40756897175871526
versus,0.4038386418466181
adverse,0.40186641745944407
15,0.40170617399034886
associated,0.40156146249797403
prophylaxis,0.39971005805838417
40,0.3975972408643302
saa,0.39542692775991806
50,0.3944773070318838
involvement,0.3939924194970038
cancer,0.39090719168001714
hours,0.38942589082032353
history,0.38675645668818937
standard,0.3855297344879913
performed,0.38516511831053235
administration,0.38307289423107443
compared,0.38084849317361347
22,0.38053771898046174
function,0.3774964864769637
ocular,0.3774268450316547
leukemia,0.37620275628080513
atg,0.3759302558126214
48,0.3735013473971019
specific,0.3733900338433955
retinal,0.3722198151792632
lesions,0.36995845524511367
infectious,0.3689675601138498
test,0.36817054306764935
main,0.3649140045554601
based,0.36477068891373976
studies,0.36320848702776865
best,0.36290494626926767
evidence,0.36279448242281076
major,0.36062932398287073
2005,0.357040102656197
immunosuppressive,0.355415354401731
corticosteroids,0.3542918007620636
eye,0.35358228595277125
aplastic,0.35357738516331944
adult,0.35217778892887996
imaging,0.34477691919384945
behcets,0.34408197105554694
36,0.34402578284153684
pembrolizumab,0.34266225743873074
participants,0.3413441203300111
iv,0.3367976379554572
effective,0.33596086201600484
groups,0.3347687078729667
age,0.3335786858269288
risks,0.33190633339341563
quality,0.3318434169184598
baseline,0.3318140036389928
conventional,0.3310725450317582
decreased,0.3302999327698759
mortality,0.33007379152567096
obtained,0.32907381212505943
management,0.3282023559726288
available,0.32774879071132346
profile,0.32693457130758996
endpoints,0.3268354924836886
observed,0.3255090479790936
time,0.32390101964170076
infections,0.32138971018210405
complications,0.31999272877255813
protocol,0.3190205343049224
drugs,0.31877722663611624
treatments,0.31847442427456457
classic,0.3171555144681357
endemic,0.3171555144681357
approach,0.31541799351910205
extension,0.3152758387670035
2003,0.31515364785635275
hematopoietic,0.3145874090892706
informed,0.3128409892150019
m24,0.312702277583462
monoclonal,0.31175080839218017
skin,0.3117266094965235
compare,0.31139541108425184
70,0.31136921121816896
25,0.31069831803143094
28,0.3105172262982285
prospective,0.30988311318108724
reduced,0.3096988884988929
ml,0.30958054821216624
antibodies,0.3066689896691141
responders,0.3062283025219778
term,0.30555654225286266
assessment,0.30472268244546247
syndrome,0.3033097751651586
sample,0.3021747299180559
trials,0.3020956221198964
infusion,0.30168855944726586
centers,0.3013856009490345
ultrasound,0.3000826203976998
louis,0.2995426975515746
center,0.2991138348028902
classification,0.297072332677488
investigational,0.295906468548496
mismatch,0.29536676211691215
renal,0.29527840380977005
niu,0.29508564564577866
levels,0.2940881851713042
reduction,0.29283710844202665
recently,0.2922477468088506
haploidentical,0.2921892728220501
having,0.29026677938519757
saint,0.28911578662095916
comparing,0.288942129578061
toxicity,0.28822749587609103
potential,0.2881242252283881
long,0.28793438747068856
assess,0.28786305373164367
daily,0.287323266370979
received,0.2872600665406398
inflammation,0.28676278384848886
ap,0.28623466679040616
gene,0.28494495540023423
mycophenolate,0.28413943622427595
m1,0.28335930393626335
organ,0.28293555504604967
cutaneous,0.2819247376604421
ist,0.28094229784803953
health,0.27996964749166897
respiratory,0.27968036400208307
cases,0.2796748977621685
80,0.27830840879117397
60,0.27826027851761037
biomarkers,0.2780338122253539
case,0.27684910202750235
virus,0.27638499795380955
women,0.27531982403536764
methods,0.27519739283804207
nausea,0.27476045470817334
macular,0.2737439000374441
records,0.27331170105867186
lung,0.27306576894281726
assessed,0.27295438168479796
additional,0.2723722566352626
rates,0.2722747278012746
subject,0.27220102892246534
interventional,0.2715844216178635
l1,0.2712394375600051
optimal,0.27119875879825883
2019,0.27111952571121506
corticosteroid,0.27097831729005883
agent,0.269844153796685
progression,0.2695181876499557
simons,0.26920644808052957
hp,0.2688315835561326
death,0.2686045459772222
mofetil,0.2683501975920398
sepsis,0.268149718884111
inspired,0.2679235594497567
requiring,0.267653986147597
injected,0.26731432366987945
current,0.26729822077311705
biological,0.26666665939275885
pulmonary,0.2664011740099471
100,0.2661937649464211
therapeutic,0.2661616664987472
size,0.2658789936766814
resistant,0.2646786739188937
aged,0.26425762580441564
cure,0.2628735576212555
bone,0.2619980185537045
confirmed,0.2617528525064431
fatigue,0.2616965822432445
site,0.2612519187510029
national,0.26068360479062336
cardiac,0.2606715234149985
45,0.26039688104911385
tolerance,0.2603360342094561
antibody,0.2603297086067991
sarcoma,0.2601631645737513
05,0.2600913117623832
concentration,0.2596141336899211
poor,0.25937054460710995
donors,0.25891797088618973
adults,0.2582798943135839
experimental,0.2575225494881015
carcinoma,0.2563347015783905
11,0.2561623487272426
benefit,0.25606745561568817
arms,0.25572508457535986
therapies,0.2556071271151364
peripheral,0.2553143293630224
m2,0.2539319874348679
human,0.25312444657629624
positive,0.2530537276812862
creatinine,0.2530155207823951
met,0.2523518081526092
transfusion,0.2522532320388253
french,0.2521547994838694
busulfan,0.2521505576385457
pain,0.251952808370638
known,0.25188706895464213
observational,0.2516162150257188
host,0.2513064922794088
pcr,0.24959410756435182
scientific,0.24958636795601238
lupus,0.24955999853297556
aminotransferase,0.24916092070218152
engraftment,0.2481095997926822
transfusions,0.24810461346413984
previous,0.24734401401038694
ratio,0.24717850403697744
line,0.24681944190473176
infliximab,0.2466760917002572
m0,0.2464918894790987
changes,0.24488285978947258
106,0.24451705321493022
aa,0.24281430160470716
sites,0.24248137627643843
13,0.24235592349728508
level,0.2418990438266434
outcomes,0.2413909966888024
