word,tfidf
patients,2.1449832479200475
bd,1.3292036354904238
treatment,1.3208799787502017
pd,1.0733417430985064
cell,1.0614786007045551
cells,1.051527924826824
uveitis,0.9273959836472271
tumor,0.8924234824068067
viral,0.885907653598671
value,0.8853813369521459
haplo,0.8853112375704477
study,0.8669796563488651
transplantation,0.8370584240185999
donor,0.8359182301037756
gvhd,0.8270302650085615
vasculitis,0.8247716770369674
disease,0.8215833836250885
reduce,0.8184955077217761
anti,0.810428267276225
severe,0.7944283093162481
efficacy,0.7710696649402857
hsct,0.7547007830295848
clinical,0.7434045488999133
refractory,0.724868386145614
unrelated,0.7124263588689416
hypothesis,0.7080946357730293
ks,0.7064617965403074
risk,0.6987975118821308
use,0.6930735146758117
antibiotic,0.6672654013622732
years,0.6614515520115578
combination,0.6534710035246345
higher,0.6216557419775324
sct,0.6019293870869289
resistant,0.5866100276453932
safety,0.5821970990662936
immune,0.5808605285185232
al,0.5721531297845512
immunosuppressive,0.5676047751914666
role,0.567047338735897
associated,0.5652692198323188
et,0.5576101560939375
transplant,0.5531004240965804
randomized,0.5529044483164162
non,0.5513008299341741
treatments,0.5466622178604346
major,0.5378050212096678
results,0.5363408571963777
approach,0.5347595366973158
remission,0.5284279301386505
effects,0.5224942972771112
l1,0.520901599765415
infection,0.5186056397581855
high,0.5042113107256194
infections,0.49845078078695315
matched,0.49278377860520056
dose,0.48546715544028834
relapse,0.48536100689260603
survival,0.484772886223384
mud,0.4841783243303892
effective,0.4764998383430015
stem,0.4729791907837623
derived,0.47120159827679464
shown,0.4668301869610024
trial,0.4661279724386226
acute,0.4628831002824796
related,0.4616643439338364
months,0.4595179944209693
number,0.45917623405860997
antibody,0.4581344776233399
repeated,0.45806982757609416
phase,0.4559744491699961
tnf,0.4550949178870184
response,0.44666152922386027
allogenic,0.4460911105252731
induced,0.44515269532487023
expression,0.4440891465920066
using,0.43897211612452036
ptcy,0.43840602939314344
able,0.4363350376577322
day,0.4334972171515299
reported,0.43088441944955325
infusion,0.4229652541708761
identical,0.42206237179554973
donors,0.4162792163807697
immunomodulatory,0.41401452638908687
hla,0.4107252586898013
blood,0.40807876918980235
regimen,0.40760301401124976
improve,0.4065740791365906
infectious,0.4060724299669286
properties,0.40155913160601375
cord,0.40150189697520117
days,0.384729499130107
early,0.3795878652727875
outcomes,0.37381326128531384
umbilical,0.3730060806916688
ii,0.37248733611408547
activity,0.37051502051369145
evidence,0.370172429062264
drug,0.3662672833976739
effect,0.3605233277940193
used,0.35977980090814327
therapeutic,0.3597353388209984
50,0.3571285396142476
studies,0.3566568100640018
transplanted,0.3507185747260196
costs,0.3488627782422284
post,0.3476032116532496
significant,0.3436525987984416
free,0.342383198686838
hypothesize,0.342191526088964
mds,0.34214044598086457
inflammation,0.3391875932940159
need,0.3362500881109135
mortality,0.3360997883907788
good,0.3352205435511566
monoclonal,0.33412553332730477
cancer,0.3324350228233762
population,0.33123722124813654
trials,0.32452139776690425
chronic,0.323970095956437
recently,0.32394000027139574
10,0.3236152962312785
prevent,0.32361308591180504
blockade,0.3227789544178986
graft,0.3191118718001118
versus,0.31029749149324753
involvement,0.3063741745601768
possible,0.30316611906576363
overall,0.3005041586079034
controlled,0.300152542370578
14,0.2999744478806961
40,0.29499850341916567
conditioning,0.29313475116060816
achieve,0.29276075526992523
60,0.29082766525837467
experimental,0.2895020106572259
increased,0.28938561955963144
adalimumab,0.2870118406844435
serum,0.28571167813375786
allogeneic,0.283643918708569
outcome,0.2830154202795796
optimal,0.2825441105976635
propose,0.28030714364100573
developing,0.2795042062159763
active,0.27653607034392347
manifestations,0.27637163823208877
primary,0.27223449830866
concentration,0.2703157801949494
anemia,0.26906224037465987
treated,0.26809645185455977
cases,0.2679789764023077
posterior,0.26617208399924075
benefit,0.26574902856479043
group,0.265633088236519
improved,0.2648538547493022
replication,0.2644273613268868
hematopoietic,0.2615419333014552
immunosuppressants,0.26098326702863595
20,0.26052841531759174
evaluate,0.26032179326398575
according,0.2594199588470142
biomarkers,0.2581443330802401
hope,0.2581443330802401
main,0.25764576676484807
correlated,0.2549135648045885
19,0.2548477894670818
sufficient,0.2537517267599852
rate,0.253232161040421
allo,0.25319570042484096
70,0.24909812107124218
poor,0.24757111191911585
head,0.2458314714342829
initiated,0.24582843976179924
rationale,0.2457822956450371
effector,0.24562316942922702
checkpoint,0.24562316942922702
carcinoma,0.24562316942922702
considering,0.24386720560189812
strategy,0.2424350269458106
observed,0.24104776136470957
systemic,0.24093288598907567
lower,0.24066775437635704
inhibition,0.23992364836816804
year,0.23972173514680362
pd1,0.23938504103156588
healthy,0.2393168735753653
vitro,0.2393168735753653
mofetil,0.23818114565581475
mycophenolate,0.23818114565581475
comparing,0.2378675647747059
biologics,0.23770787247201502
second,0.23662118573692964
setting,0.23592445148234498
increase,0.23582725439895483
strong,0.23514309352292834
tumors,0.23081077867600625
acquired,0.23070716351376613
ist,0.2306904673431145
line,0.22992787596624545
efficient,0.22990717075027345
data,0.2293188393357006
mismatched,0.22888517819989412
information,0.22825129136420935
efs,0.22696555389875797
agents,0.2263157611485413
prospective,0.22589565715907128
increasing,0.22575561102906352
assessed,0.22452775042935957
currently,0.22393762056387065
threatening,0.22348988149250076
ocular,0.2218494171952945
terms,0.22163466441866592
recent,0.2209005362183666
presenting,0.21886143098454391
therapy,0.21865413647050208
inhibitors,0.2174299094536647
blindness,0.21736725990705716
demonstrate,0.21733606733827926
evolution,0.21732629429142458
events,0.21708730317686337
optimized,0.21708730317686337
goal,0.21708730317686337
failures,0.21708730317686337
level,0.21657257881644332
based,0.2155632799816298
inflammatory,0.21506253877038978
adults,0.21492014316482855
approved,0.214357889343339
plasma,0.21316190992348494
grfs,0.21278137046751727
available,0.21206183062290684
failure,0.21114688120701802
disorders,0.21059521294890807
development,0.20971535967613886
term,0.20932200273959228
steroids,0.20924366094478927
host,0.20883541284107351
superior,0.20843434527421703
obtain,0.20724028943917905
targeting,0.20508127803815862
life,0.20435734784456172
provides,0.20401583861507988
tolerance,0.20401583861507988
morbidity,0.20373105614320694
12,0.2021842626822433
focus,0.20184180968823817
cyclophosphamide,0.201604605742505
option,0.20151041276457826
responsible,0.2009005265278266
controls,0.1997998421866828
iii,0.19968393176188484
despite,0.19925091927778416
curative,0.1989303330339292
source,0.19825984367198857
retrospective,0.19634403927181382
dramatically,0.19421239660213455
weeks,0.1938594202168375
immunity,0.19242789868595828
novel,0.19242789868595828
control,0.19176990556374113
better,0.19172014534362045
tissue,0.19088790017126403
rates,0.1896987178163481
45,0.18931930973797964
type,0.1884105159401829
best,0.18742572837560065
following,0.18663844134395027
including,0.185522127022764
infusions,0.18518837911020505
profile,0.18518837911020505
65,0.18518837911020505
intermediate,0.1848429269674047
choice,0.18351930473194153
arm,0.18351783786193643
fda,0.18351783786193643
demonstrated,0.18197783934724215
significantly,0.1818058834815377
directly,0.18177796229992077
reduced,0.18051715533570312
time,0.17921100160377954
assess,0.1782633591590887
adult,0.17787252660187758
question,0.17711250037930393
compared,0.17639391833571666
csf,0.17554362619031033
mainly,0.17437705794829197
highly,0.17377870326486897
international,0.17330252771239718
model,0.17176685071402395
reduction,0.17116651818532908
ref,0.17097822153511544
suggest,0.16893455088351764
updated,0.16879928742993405
management,0.16653057263809318
prolonged,0.16623184374176098
mice,0.16414458406819238
improvement,0.16393913993667703
grafts,0.16355447045327084
haploidentical,0.16355447045327084
death,0.1630641953369717
incidence,0.16271622421631632
allowing,0.16171233782063066
grade,0.16103313776527134
consequence,0.1602412482383811
biologic,0.15979652621450902
include,0.15979652621450902
vascular,0.1595035462066351
treat,0.1594358996542139
ongoing,0.15881131603507775
supports,0.15712377336712638
recipient,0.15635202617902164
