word,tfidf
evaluate,0.4703176496465826
compare,0.24746820922791118
treatment,0.16909073129679553
effect,0.16061009240459517
gvhd,0.15884280818789887
week,0.15487401767585962
response,0.1434709235245538
survival,0.1434709235245538
relapse,0.1229750773067604
assess,0.12045756930344638
efficacy,0.12045756930344638
12,0.11785111575231204
days,0.10760319264341534
prophylaxis,0.10308332047048385
mammography,0.10189867438796343
incidence,0.09751327038850421
immune,0.09735526953451865
estimate,0.09664061294107862
objective,0.09019790541167338
overall,0.08710734642562194
tomosynthesis,0.08301375588718272
cells,0.0819833848711736
life,0.0819833848711736
disease,0.0819833848711736
change,0.08030504620229759
terms,0.08030504620229759
21,0.07731249035286289
rate,0.07685942331672524
quality,0.07685942331672524
synthetic,0.07471238029846444
free,0.07456897147356203
tumor,0.07456897147356203
cell,0.0717354617622769
safety,0.0717354617622769
biological,0.07086978282345766
100,0.0688328967448265
baseline,0.0688328967448265
uveitis,0.0688328967448265
failure,0.06661150020782855
group,0.06661150020782855
secondary,0.06661150020782855
primary,0.06661150020782855
objectives,0.06550629067797649
w55,0.06442707529405241
16,0.06309682201609096
compared,0.06309682201609096
activity,0.0614875386533802
grade,0.0614875386533802
inclusion,0.0614875386533802
24,0.0614875386533802
m6,0.05798436776464717
allogeneic,0.05736074728735542
adalimumab,0.05736074728735542
graft,0.05736074728735542
randomization,0.05636357709893185
arm,0.05636357709893185
msc,0.051624672558619876
regimen,0.051541660235241926
graall,0.051541660235241926
main,0.0512396155444835
acute,0.0512396155444835
remission,0.0512396155444835
transplant,0.0512396155444835
changes,0.05094933719398172
m12,0.05094933719398172
therapy,0.04611565399003515
severe,0.04611565399003515
analysis,0.04611565399003515
best,0.04611565399003515
mortality,0.04588859782988434
aiec,0.04588859782988434
reconstitution,0.04509895270583669
endoscopic,0.04509895270583669
profile,0.04509895270583669
nrm,0.04150687794359136
complete,0.0409916924355868
active,0.0409916924355868
post,0.0409916924355868
level,0.0409916924355868
tolerance,0.04015252310114879
hospitalization,0.04015252310114879
care,0.04015252310114879
tocilizumab,0.04015252310114879
m2,0.04015252310114879
m3,0.038656245176431445
versus,0.038656245176431445
cumulative,0.038656245176431445
worsening,0.038656245176431445
consolidation,0.03848048625470066
cryostem,0.03848048625470066
odv,0.03848048625470066
